0,0,1,0,2.18,0
0,0,1,0,2.156432,0
0,0,1,0,2.092864,0
-0.06390461,-0.07916093,0.9948114,0,1.9,0
-0.07757222,-0.09294823,0.9926445,0,1.9,0
-0.07756967,-0.0932975,0.9926119,0,1.9,0
-0.07756967,-0.0932975,0.9926119,0,1.9,0
-0.07790711,-0.0932975,0.9925855,0,1.9,0
-0.07790711,-0.0932975,0.9925855,0,1.9,0
-0.07790711,-0.0932975,0.9925855,0,1.9,0
-0.07790466,-0.09362999,0.9925544,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.07820401,-0.09362999,0.9925309,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.0784636,-0.09362998,0.9925104,0,1.9,0
-0.07887989,-0.09362999,0.9924774,0,1.9,0
-0.07887989,-0.09362999,0.9924774,0,1.9,0
-0.07887989,-0.09362999,0.9924774,0,1.9,0
-0.07919434,-0.09362998,0.9924524,0,1.9,0
-0.07919434,-0.09362999,0.9924524,0,1.9,0
-0.07919434,-0.09362999,0.9924524,0,1.9,0
-0.07919434,-0.09362999,0.9924524,0,1.9,0
-0.07952992,-0.09362999,0.9924255,0,1.9,0
-0.07952992,-0.09362999,0.9924255,0,1.9,0
-0.07983342,-0.09332777,0.9924296,0,1.9,0
-0.07983571,-0.09302279,0.992458,0,1.9,0
-0.08015249,-0.09239661,0.992491,0,1.9,0
-0.08015487,-0.09207577,0.9925206,0,1.9,0
-0.08047427,-0.09144431,0.9925532,0,1.9,0
-0.08047849,-0.09087323,0.9926053,0,1.9,0
-0.08082849,-0.08984258,0.9926707,0,1.9,0
-0.08083764,-0.08858325,0.9927831,0,1.9,0
-0.08113395,-0.0877103,0.9928364,0,1.9,0
-0.08114269,-0.08648031,0.9929436,0,1.9,0
-0.08143647,-0.08505671,0.9930425,0,1.9,0
-0.08144741,-0.08347372,0.9931759,0,1.9,0
-0.08217348,-0.0753694,0.993764,0,1.9,0
-0.08249602,-0.07319769,0.9938996,0,1.9,0
-0.08284794,-0.07050171,0.9940652,0,1.9,0
-0.08313002,-0.06886082,0.9941567,0,1.9,0
-0.08342613,-0.06741644,0.9942309,0,1.9,0
-0.08375736,-0.06456759,0.9943922,0,1.9,0
-0.08448035,-0.06207482,0.9944897,0,1.9,0
-0.08573232,-0.057957,0.9946311,0,1.9,0
-0.08630628,-0.05597484,0.9946949,0,1.9,0
-0.08688602,-0.05397175,0.9947552,0,1.9,0
-0.08787266,-0.05104099,0.9948232,0,1.9,0
-0.08871989,-0.04907671,0.9948469,0,1.9,0
-0.09015004,-0.04651194,0.9948415,0,1.9,0
-0.09133834,-0.04443886,0.9948279,0,1.9,0
-0.09239831,-0.04232684,0.9948221,0,1.9,0
-0.0935498,-0.04031656,0.994798,0,1.9,0
-0.09521049,-0.03733366,0.9947568,0,1.9,0
-0.09741563,-0.03418432,0.9946566,0,1.9,0
-0.09861156,-0.0317964,0.9946179,0,1.9,0
-0.1006874,-0.02868121,0.9945046,0,1.9,0
-0.1029219,-0.02548503,0.9943629,0,1.9,0
-0.1040186,-0.02356401,0.9942962,0,1.9,0
-0.1053541,-0.02169023,0.9941982,0,1.9,0
-0.1074003,-0.01861343,0.9940416,0,1.9,0
-0.1093909,-0.01561813,0.9938761,0,1.9,0
-0.1108441,-0.01357585,0.9937451,0,1.9,0
-0.1119087,-0.01170578,0.9936495,0,1.9,0
-0.1140432,-0.008947844,0.9934355,0,1.9,0
-0.1151092,-0.007073098,0.9933277,0,1.9,0
-0.1164712,-0.004881633,0.9931821,0,1.9,0
-0.1178302,-0.002967012,0.9930293,0,1.9,0
-0.119297,-0.0006043293,0.9928584,0,1.9,0
-0.1210388,0.002320492,0.9926451,0,1.9,0
-0.1227376,0.00506085,0.9924263,0,1.9,0
-0.1251661,0.008430033,0.9921,0,1.9,0
-0.1273484,0.0122098,0.9917829,0,1.9,0
-0.1290729,0.01534983,0.9915163,0,1.9,0
-0.1305295,0.01770836,0.9912863,0,1.9,0
-0.1326386,0.02137201,0.990934,0,1.9,0
-0.1344002,0.0240507,0.9906352,0,1.9,0
-0.1357513,0.02652038,0.9903879,0,1.9,0
-0.1383246,0.03044024,0.9899191,0,1.9,0
-0.1406698,0.03453251,0.9894542,0,1.9,0
-0.1424317,0.03722303,0.9891044,0,1.9,0
-0.1438538,0.03983577,0.9887968,0,1.9,0
-0.1461913,0.04311159,0.9883165,0,1.9,0
-0.1478253,0.04561446,0.9879611,0,1.9,0
-0.1501703,0.04921025,0.9874347,0,1.9,0
-0.1517224,0.05159318,0.9870757,0,1.9,0
-0.1532602,0.05395621,0.9867117,0,1.9,0
-0.154891,0.05618252,0.9863328,0,1.9,0
-0.1575658,0.05995406,0.9856868,0,1.9,0
-0.1591876,0.06217324,0.9852887,0,1.9,0
-0.1625032,0.06633275,0.9844759,0,1.9,0
-0.165151,0.06965972,0.9838052,0,1.9,0
-0.1672821,0.07216416,0.9832644,0,1.9,0
-0.1699127,0.0751721,0.9825878,0,1.9,0
-0.1720004,0.07731972,0.9820578,0,1.9,0
-0.1752031,0.08031452,0.9812509,0,1.9,0
-0.1789487,0.08382212,0.9802812,0,1.9,0
-0.181081,0.08574538,0.9797232,0,1.9,0
-0.18363,0.08778776,0.9790676,0,1.9,0
-0.1874731,0.09075935,0.9780678,0,1.9,0
-0.1912998,0.09349176,0.9770689,0,1.9,0
-0.1943484,0.09506016,0.9763157,0,1.9,0
-0.197499,0.09713061,0.9754792,0,1.9,0
-0.2003606,0.09874126,0.9747337,0,1.9,0
-0.2056978,0.1013324,0.9733551,0,1.9,0
-0.2111641,0.1041589,0.9718851,0,1.9,0
-0.2150456,0.1058791,0.9708475,0,1.9,0
-0.2242203,0.1090406,0.968419,0,1.9,0
-0.2285734,0.1108475,0.9671955,0,1.9,0
-0.2327,0.1119153,0.9660878,0,1.9,0
-0.2384753,0.1136274,0.9644783,0,1.9,0
-0.2427118,0.1150042,0.9632575,0,1.9,0
-0.2479949,0.1162239,0.9617643,0,1.9,0
-0.2553897,0.1178969,0.9596231,0,1.9,0
-0.263253,0.1195367,0.9572924,0,1.9,0
-0.2683008,0.1206475,0.9557504,0,1.9,0
-0.2769042,0.1223153,0.9530808,0,1.9,0
-0.282119,0.1231349,0.9514445,0,1.9,0
-0.28933,0.1243001,0.9491247,0,1.9,0
-0.29486,0.1254105,0.9472749,0,1.9,0
-0.300993,0.1262536,0.9452319,0,1.9,0
-0.306356,0.1270631,0.9433986,0,1.9,0
-0.3159004,0.128411,0.9400625,0,1.9,0
-0.3217721,0.128977,0.9379913,0,1.9,0
-0.3303923,0.1295873,0.9349054,0,1.9,0
-0.3403423,0.1306497,0.9311808,0,1.9,0
-0.347312,0.1309599,0.9285601,0,1.9,0
-0.3560961,0.131549,0.9251435,0,1.9,0
-0.3628087,0.1318498,0.9224887,0,1.9,0
-0.3719144,0.1321666,0.91881,0,1.9,0
-0.381832,0.1325022,0.9146844,0,1.9,0
-0.3881509,0.1325022,0.9120209,0,1.9,0
-0.3973885,0.1325022,0.9080339,0,1.9,0
-0.4046077,0.1325022,0.9048402,0,1.9,0
-0.4134614,0.1325022,0.900829,0,1.9,0
-0.4195251,0.1322356,0.8980604,0,1.9,0
-0.4263217,0.1316127,0.8949458,0,1.9,0
-0.4345532,0.1307867,0.8910996,0,1.9,0
-0.4408332,0.1302297,0.8880914,0,1.9,0
-0.4475583,0.1293341,0.8848527,0,1.9,0
-0.4567512,0.1281283,0.880319,0,1.9,0
-0.4627654,0.1270539,0.8773286,0,1.9,0
-0.4690191,0.1258865,0.8741703,0,1.9,0
-0.4748003,0.1245897,0.8712302,0,1.9,0
-0.4829498,0.1228672,0.8669851,0,1.9,0
-0.4890157,0.1214948,0.8637723,0,1.9,0
-0.4951136,0.1198373,0.860524,0,1.9,0
-0.5013101,0.1181462,0.8571637,0,1.9,0
-0.5111855,0.1154098,0.8516866,0,1.9,0
-0.5167635,0.1135465,0.848565,0,1.9,0
-0.524671,0.1104293,0.8441124,0,1.9,0
-0.5310562,0.1078696,0.8404425,0,1.9,0
-0.5385748,0.1043967,0.8360852,0,1.9,0
-0.5437767,0.1020329,0.8330044,0,1.9,0
-0.5491256,0.09948386,0.8297976,0,1.9,0
-0.5542622,0.09635825,0.8267457,0,1.9,0
-0.5586597,0.09354106,0.8241053,0,1.9,0
-0.5656292,0.08865824,0.8198801,0,1.9,0
-0.5707145,0.08507385,0.8167297,0,1.9,0
-0.5770739,0.07978238,0.8127857,0,1.9,0
-0.5839157,0.07313237,0.8085135,0,1.9,0
-0.5879011,0.06901006,0.8059839,0,1.9,0
-0.59152,0.06524673,0.8036461,0,1.9,0
-0.596688,0.05880495,0.8003159,0,1.9,0
-0.5999293,0.05412893,0.7982199,0,1.9,0
-0.6033867,0.04910661,0.7959353,0,1.9,0
-0.6084915,0.04092084,0.7925047,0,1.9,0
-0.6125147,0.03361335,0.7897442,0,1.9,0
-0.6292045,-0.004506119,0.7772267,0,1.9,0
-0.632031,-0.01314901,0.7748316,0,1.9,0
-0.6337361,-0.0194361,0.7733052,0,1.9,0
-0.63534,-0.02573947,0.7718035,0,1.9,0
-0.6367354,-0.03249814,0.7703973,0,1.9,0
